#AtkParam_Pc=ATK_PARAM_ST
ID,Name,Hit0_Radius,Hit1_Radius,Hit2_Radius,Hit3_Radius,KnockbackDist,HitStopTime,spEffect0,spEffect1,spEffect2,spEffect3,spEffect4,Hit0_DmyPoly1,Hit1_DmyPoly1,Hit2_DmyPoly1,Hit3_DmyPoly1,Hit0_DmyPoly2,Hit1_DmyPoly2,Hit2_DmyPoly2,Hit3_DmyPoly2,Blowing Correction,AtkPhysCorrection,AtkMagCorrection,AtkFireCorrection,AtkThunCorrection,AtkStamCorrection,GuardAtkRateCorrection,GuardBreakCorrection,AtkThrowEscapeCorrection,AtkSuperArmorCorrection,AtkPhys,AtkMag,AtkFire,AtkThun,AtkStam,GuardAtkRate,GuardBreakRate,AtkSuperArmor,AtkThrowEscape,AtkObj,GuardStaminaCutRate,GuardRate,ThrowTypeID,Hit0_hitType,Hit1_hitType,Hit2_hitType,Hit3_hitType,hit0_Priority,hit1_Priority,hit2_Priority,hit3_Priority,damageLevel,mapHitType,GuardCutCancelRate,AtkAttribute,spAttribute,atkType,atkMaterial,atkSize,DefMaterial,DefSfxMaterial,HitSourceType,ThrowFlag,disableGuard,disableStaminaAttack,disableHitSpEffect,IgnoreNotifyMissSwingForAI,repeatHitSfx,IsArrowAtk,IsGhostAtk,isDisableNoDamage,atkPowForSfxSe,atkDirForSfxSe,opposeTarget,friendlyTarget,selfTarget,isChargeAtk,isShareHitList,isCheckObjPenetration,0x81,0x81,pad1,regainableSlotId,deathCauseId,decalId1,decalId2,spawnAiSoundId,HitAiSoundId,RumbleId0,RumbleId1,RumbleId2,RumbleId3,Hit0_VfxId,Hit0_DummyPolyId0,Hit0_DummyPolyId1,Hit1_VfxId1,Hit1_DummyPolyId0,Hit1_DummyPolyId1,Hit2_VfxId,Hit2_DummyPolyId0,Hit2_DummyPolyId1,Hit3_VfxId,Hit3_DummyPolyId0,Hit3_DummyPolyId1,Hit4_VfxId,Hit4_DummyPolyId0,Hit4_DummyPolyId1,Hit5_VfxId,Hit5_DummyPolyId0,Hit5_DummyPolyId1,Hit6_VfxId,Hit6_DummyPolyId0,Hit6_DummyPolyId1,Hit7_VfxId,Hit7_DummyPolyId0,Hit7_DummyPolyId1,Hit4_Radius,Hit5_Radius,Hit6_Radius,Hit7_Radius,Hit8_Radius,Hit9_Radius,Hit10_Radius,Hit11_Radius,Hit12_Radius,Hit13_Radius,Hit14_Radius,Hit15_Radius,Hit4_DmyPoly1,Hit5_DmyPoly1,Hit6_DmyPoly1,Hit7_DmyPoly1,Hit8_DmyPoly1,Hit9_DmyPoly1,Hit10_DmyPoly1,Hit11_DmyPoly1,Hit12_DmyPoly1,Hit13_DmyPoly1,Hit14_DmyPoly1,Hit15_DmyPoly1,Hit4_DmyPoly2,Hit5_DmyPoly2,Hit6_DmyPoly2,Hit7_DmyPoly2,Hit8_DmyPoly2,Hit9_DmyPoly2,Hit10_DmyPoly2,Hit11_DmyPoly2,Hit12_DmyPoly2,Hit13_DmyPoly2,Hit14_DmyPoly2,Hit15_DmyPoly2,Hit4_hitType,Hit5_hitType,Hit6_hitType,Hit7_hitType,Hit8_hitType,Hit9_hitType,Hit10_hitType,Hit11_hitType,Hit12_hitType,Hit13_hitType,Hit14_hitType,Hit15_hitType,0x174,0x178,0x17C,defMaterialVal0,defMaterialVal1,defMaterialVal2,atkDarkCorrection,atkDark,IsChargeAtk2,IsChargeAtk3,0x18A,0x18A,0x18A,0x18A,0x18A,0x18A,0x18B,physSpCorrection,magSpCorrection,fireSpCorrection,thunSpCorrection,damageLevelParameter,0x195,darkSpCorrection,atkElementCorrectId,pad2
2660,,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,115,115,115,300,500,100,0,120,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,-1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,115,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,100,-1,-
2700,The Dragon Hunting Oya -- 竜狩りの大矢,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2200,2300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,100,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,100,-1,-
2710,The Dragon hunting of Ohya _ through bullets -- 竜狩りの大矢_貫通弾,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,80,80,80,80,100,0,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,3,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2200,2300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,80,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,100,-1,-
2720,,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,80,80,60,80,100,0,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,3,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2200,2300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,75,0,0,1,0,0,0,0,0,0,0,60,60,100,100,0,0,100,-1,-
2730,,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,25,80,100,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,3,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2200,2300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,60,0,0,1,0,0,0,0,0,0,0,40,30,100,100,0,0,100,-1,-
2740,,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,125,125,125,300,500,100,0,150,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,1,201,3,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2200,2300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,125,0,0,1,0,0,0,0,0,0,0,120,100,100,100,0,0,100,-1,-
2750,,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,130,100,100,300,500,100,0,120,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,1,201,3,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2200,2300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,100,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,100,-1,-
2760,,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,115,115,115,300,500,100,0,120,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,115,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,100,-1,-
4000,,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,0,100,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,7,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2200,2300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,100,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,100,-1,-
4010,,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,112,112,112,300,500,100,0,120,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,7,1,236,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2200,2300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,112,0,0,1,0,0,0,0,0,0,0,120,100,100,100,0,0,100,-1,-
4020,,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,112,112,112,250,500,100,0,120,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,7,1,236,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2200,2300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,112,0,0,1,0,0,0,0,0,0,0,120,100,100,100,0,0,100,-1,-
4030,,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,112,112,112,250,500,100,0,120,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,7,1,236,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2200,2300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,112,0,0,1,0,0,0,0,0,0,0,120,100,100,100,0,0,100,-1,-
4040,,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,200,500,100,0,120,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2200,2300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,100,0,0,1,0,0,0,0,0,0,0,120,100,100,100,0,0,100,-1,-
4050,,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2200,2300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,-
4060,,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2200,2300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,-
4100,,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,0,100,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,7,1,0,3,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2200,2300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,100,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,100,-1,-
4110,,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,112,112,112,300,500,100,0,120,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,7,1,236,3,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2200,2300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,112,0,0,1,0,0,0,0,0,0,0,120,100,100,100,0,0,100,-1,-
4120,,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,112,112,112,250,500,100,0,120,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,7,1,236,3,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2200,2300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,112,0,0,1,0,0,0,0,0,0,0,120,100,100,100,0,0,100,-1,-
4130,,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,112,112,112,250,500,100,0,120,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,7,1,236,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2200,2300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,112,0,0,1,0,0,0,0,0,0,0,120,100,100,100,0,0,100,-1,-
4140,,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,200,500,100,0,120,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2200,2300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,100,0,0,1,0,0,0,0,0,0,0,120,100,100,100,0,0,100,-1,-
4150,,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2200,2300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,-
4160,,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2200,2300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-1,-
4200,,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,0,100,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2200,2300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,100,0,0,1,0,0,0,0,0,0,0,100,100,100,100,0,0,100,-1,-
4210,,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,112,112,112,300,500,100,0,120,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,3,1,236,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2200,2300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,112,0,0,1,0,0,0,0,0,0,0,120,100,100,100,0,0,100,-1,-
4220,,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,112,112,112,250,500,100,0,120,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,3,1,236,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2200,2300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,112,0,0,1,0,0,0,0,0,0,0,120,100,100,100,0,0,100,-1,-
4230,,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,112,112,112,250,500,100,0,120,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,7,1,236,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2200,2300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,112,0,0,1,0,0,0,0,0,0,0,120,100,100,100,0,0,100,-1,-
4240,,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,200,500,100,0,120,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2200,2300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,100,0,0,1,0,0,0,0,0,0,0,120,100,100,100,0,0,100,-1,-
